2001574	ba	ba	ba	ba	ba	ba	ba	The home includes baths, libraries of different languages, and a Greek theater.	Baths , libraries of different languages , and a Greek theater are included by the home.	ba	entailment
2003070	ba	ba	ba	ba	ba	ba	ba	The new Jewish enclave drew many young families.	Many young families were drawn by the new Jewish enclave.	ba	entailment
2000593	ba	ba	ba	ba	ba	ba	ba	The readers gain a better understanding of the world from this.	A better understanding of the world from this is gained by the readers.	ba	entailment
2002305	ba	ba	ba	ba	ba	ba	ba	A study shows major difference between similar public and private organizations.	Major difference between similar public and private organizations is shown by a study.	ba	entailment
2001150	ba	ba	ba	ba	ba	ba	ba	This location makes a great picnic spot.	A great picnic spot are made by this location.	ba	entailment
2002101	ba	ba	ba	ba	ba	ba	ba	The Crone painted her bald head red. 	Her bald head red were painted by the Crone.	ba	entailment
2001323	ba	ba	ba	ba	ba	ba	ba	The standards give a framework for internal controls.	A framework for internal controls is given by the standards.	ba	entailment
2002491	ba	ba	ba	ba	ba	ba	ba	A light shape left the camp. 	The camp was left by a light shape.	ba	entailment
2000732	ba	ba	ba	ba	ba	ba	ba	The organization got more than half a million dollars.	More than half a million dollars were gotten by the organization.	ba	entailment
2000194	ba	ba	ba	ba	ba	ba	ba	This approach produced good results.	Good results were produced by this approach.	ba	entailment
2000580	ba	ba	ba	ba	ba	ba	ba	The Pentagon told no one.	No one was told by the Pentagon.	ba	entailment
2001251	ba	ba	ba	ba	ba	ba	ba	The Poles rebelled at least three times.	At least three times were rebelled by the Poles.	ba	entailment
2001031	ba	ba	ba	ba	ba	ba	ba	No agencies recommend a follow-up.	A follow-up is recommended by no agencies.	ba	entailment
2002206	ba	ba	ba	ba	ba	ba	ba	The preamble states the information that is required for the act including budget.	The information that is required for the act including budget is stated by the preamble.	ba	entailment
2000098	ba	ba	ba	ba	ba	ba	ba	The restaurant serves vegetarian food.	Vegetarian food are served by the restaurant.	ba	entailment
2002408	ba	ba	ba	ba	ba	ba	ba	The program produced lots of research. 	Lots of research were produced by the program.	ba	entailment
2002594	ba	ba	ba	ba	ba	ba	ba	The island produced a lot of timber that was used to build ships.	A lot of timber that was used to build ships was produced by the island.	ba	entailment
2000790	ba	ba	ba	ba	ba	ba	ba	The kiosks sell cookies made from shredded cardboard.	Cookies made from shredded cardboard are sold by the kiosks.	ba	entailment
