1001496	ba	ba	ba	ba	ba	ba	ba	The revisions eliminated several federal restrictions.	The revisions were eliminated by several federal restrictions.	ba	neutral
1002561	ba	ba	ba	ba	ba	ba	ba	The VA set no standards regarding compensation for veterans. 	No standards regarding compensation for veterans set the VA.	ba	neutral
1001299	ba	ba	ba	ba	ba	ba	ba	Some things cause huge political scenes.	Huge political scenes cause some things.	ba	neutral
1002855	ba	ba	ba	ba	ba	ba	ba	A tunnel connects Calpe to Moraira.	A tunnel is connected by Calpe to Moraira.	ba	neutral
1000181	ba	ba	ba	ba	ba	ba	ba	The mangrove trees make a thick canopy.	The mangrove trees are made by a thick canopy.	ba	neutral
1001592	ba	ba	ba	ba	ba	ba	ba	The GAO-Sponsodered symposium sponsored 20 different research studies. 	The GAO-Sponsodered symposium was sponsored by 20 different research studies.	ba	neutral
1001756	ba	ba	ba	ba	ba	ba	ba	The garden separates the works of western and Japanese sculptors.	The garden is separated by the works of western and Japanese sculptors.	ba	neutral
1000414	ba	ba	ba	ba	ba	ba	ba	The stained glass shows a scene of the Last Supper.	A scene of the Last Supper shows the stained glass.	ba	neutral
1002300	ba	ba	ba	ba	ba	ba	ba	The commission published the notice of proposed rulemaking at the last second.	The notice of proposed rulemaking at the last second published the commission.	ba	neutral
1002729	ba	ba	ba	ba	ba	ba	ba	Each company creates its own, unique management strategy.	Each company is created by its own , unique management strategy.	ba	neutral
1002042	ba	ba	ba	ba	ba	ba	ba	The Whigs framed things like in the feudal societies. 	The Whigs was framed by things like in the feudal societies.	ba	neutral
1000302	ba	ba	ba	ba	ba	ba	ba	The two magazines covered wine stories. 	Wine stories covered the two magazines.	ba	neutral
1001695	ba	ba	ba	ba	ba	ba	ba	The hospital ignored the potential dangers.	The hospital was ignored by the potential dangers.	ba	neutral
1003140	ba	ba	ba	ba	ba	ba	ba	These locations receive hundreds of visitors every day.	These locations are received by hundreds of visitors every day.	ba	neutral
1001092	ba	ba	ba	ba	ba	ba	ba	The computer simulated long-term performance of the stocks.	The computer is simulated by long-term performance of the stocks.	ba	neutral
1002248	ba	ba	ba	ba	ba	ba	ba	The government spends billions on computers.	The government is spent by billions on computers.	ba	neutral
1001597	ba	ba	ba	ba	ba	ba	ba	The journal analyses exposure and Environmental Epidemiology.	The journal is analysed by exposure and Environmental Epidemiology.	ba	neutral
1000950	ba	ba	ba	ba	ba	ba	ba	Both men lacked the energy to invent things.	The energy to invent things lacked both men.	ba	neutral
1001274	ba	ba	ba	ba	ba	ba	ba	These money changers offer rates that are much better than the local banks.	These money is changerred by offer rates that are much better than the local banks.	ba	neutral
1000923	ba	ba	ba	ba	ba	ba	ba	An argument took place, whose proportions had not been seen before in the Suwaks home.	An argument was taken by place , whose proportions had not been seen before in the Suwaks home.	ba	neutral
1001631	ba	ba	ba	ba	ba	ba	ba	The Kal said Red Lotus.	The Kal was said by Red Lotus.	ba	neutral
1000672	ba	ba	ba	ba	ba	ba	ba	The man kept perfect composure the whole trial.	Perfect composure the whole trial kept the man.	ba	neutral
1002463	ba	ba	ba	ba	ba	ba	ba	The first conference experienced a record high attendance.	A record high attendance experienced the first conference.	ba	neutral
1000630	ba	ba	ba	ba	ba	ba	ba	The agency makes quite a lot of mistakes.	The agency is made by quite a lot of mistakes.	ba	neutral
1002489	ba	ba	ba	ba	ba	ba	ba	The Chinese garden contains numerous flower species which are native to China. 	Numerous flower species which are native to China contain the Chinese garden.	ba	neutral
1001108	ba	ba	ba	ba	ba	ba	ba	The analysis describes the regulatory options that are available to reduce the risk of cervical cancer.	The regulatory options that are available to reduce the risk of cervical cancer describe the analysis.	ba	neutral
1000444	ba	ba	ba	ba	ba	ba	ba	The manager respects the responsibility and accountability that are expected of him. 	The manager is respected by the responsibility and accountability that are expected of him.	ba	neutral
1002434	ba	ba	ba	ba	ba	ba	ba	The standard auditor wrote a report that was useful to users. 	The standard auditor was written by a report that was useful to users.	ba	neutral
1000758	ba	ba	ba	ba	ba	ba	ba	The Commission published an analysis.	An analysis published the Commission.	ba	neutral
1001000	ba	ba	ba	ba	ba	ba	ba	The home became an art museum.	An art museum became the home.	ba	neutral
1002351	ba	ba	ba	ba	ba	ba	ba	The huge man lost his balance.	The huge man was lost by his balance.	ba	neutral
1001737	ba	ba	ba	ba	ba	ba	ba	The western deserts host many sites that were used for pyramid building.	The western deserts are hosted by many sites that were used for pyramid building.	ba	neutral
1000801	ba	ba	ba	ba	ba	ba	ba	A smart buyer outsources everything.	Everything outsources a smart buyer.	ba	neutral
1000951	ba	ba	ba	ba	ba	ba	ba	The houses offer an attractive view of the cathedral and the shopping streets.	The houses are offered by an attractive view of the cathedral and the shopping streets.	ba	neutral
1002772	ba	ba	ba	ba	ba	ba	ba	The final rule contains a modified information collection.	A modified information collection contain the final rule.	ba	neutral
1000535	ba	ba	ba	ba	ba	ba	ba	The mountains offer no protection.	The mountains are offered by no protection.	ba	neutral
1003012	ba	ba	ba	ba	ba	ba	ba	These paintings feel nothing like webs or lattices.	These paintings are felt by nothing like webs or lattices.	ba	neutral
