1002859	ba	ba	ba	ba	ba	ba	ba	In broad terms, the employer entity contribution is an inflow of resources to the health benefits plan as part of this exchange transaction.	The employees a lot are helped by the transaction.	ba	neutral
1002956	ba	ba	ba	ba	ba	ba	ba	The story visits the Martha Stewart of Y2K survivalism, who advises suburbanites how to ride out the chaos in comfort.	The Martha Stewart of Y2K survival-ism , who tells suburbanites how to survive the chaos in comfort are visited by the story.	ba	entailment
1000034	ba	ba	ba	ba	ba	ba	ba	This section also establishes detailed default procedures for auctions.	Procedures for auctions are set by the section.	ba	entailment
1000346	ba	ba	ba	ba	ba	ba	ba	The image acted as a sort of ancient lie detector, as it was said that anyone failing to tell the truth before it would bleed to death.	Tales of two brothers that died after lying are told by the locals.	ba	neutral
1000913	ba	ba	ba	ba	ba	ba	ba	The information is turned over to LSC's Office of Compliance and Enforcement, which is responsible for monitoring the accuracy of the CSR system and CSR data.	Large amounts of data in enormous filing cabinets are maintained by the LSC.	ba	neutral
1002209	ba	ba	ba	ba	ba	ba	ba	On 13 July 1789, a young firebrand, Camille Desmoulins, stood on a table at the Palais-Royal's Cafe de Foy to deliver the speech that set off the French Revolution.	A speech that started the French Revolution was given by a firebrand.	ba	entailment
1000642	ba	ba	ba	ba	ba	ba	ba	A few moments later, he found the barber also using a jar to collect the hair and shaving stubble.	The hair to make dolls is used by the barber.	ba	neutral
1000769	ba	ba	ba	ba	ba	ba	ba	Most of the labor is necessary for the construction of the facility.	A majority of the labor is required by the facility.	ba	entailment
1001916	ba	ba	ba	ba	ba	ba	ba	Finally, an appendix to the report summarizes recent	Recent findings in the report are summarized by the appendix.	ba	entailment
1000072	ba	ba	ba	ba	ba	ba	ba	He merely grunted and jerked down his flag.	The flag was raised by the man.	ba	contradiction
1001213	ba	ba	ba	ba	ba	ba	ba	The bag was already ready and Denise handed it to the passenger quickly enough for the contents to land weightlessly inside the bag, and not outside.	Denise for a bag was asked by the passenger.	ba	neutral
1000941	ba	ba	ba	ba	ba	ba	ba	"It was two nights ago when we killed the slave lord,"" San'doro said."	San ` doro was killed by the lord.	ba	contradiction
1001711	ba	ba	ba	ba	ba	ba	ba	These effects include cognitive, sensory, and motor deficits.	Deficits of the brain are included by the defects.	ba	neutral
1002729	ba	ba	ba	ba	ba	ba	ba	General Accounting Office, Managing for  Using Strategic Human Capital Management to Drive Transformational Change, GAO-02-940T (Washington, D.C.: July 15,2002).	Its own , unique management strategy are created by each company.	ba	contradiction
1003041	ba	ba	ba	ba	ba	ba	ba	A few moments later, he found the barber also using a jar to collect the hair and shaving stubble.	The hair and shaving stubble is collected by the barber.	ba	entailment
1000156	ba	ba	ba	ba	ba	ba	ba	We'll need food, water, and shelter.	Basic necessities are needed by the people.	ba	entailment
1002997	ba	ba	ba	ba	ba	ba	ba	The analysis describes, and estimates the number of, small entities to which the rule will apply as required by section 604(a)(3).	Large entities to which the rule will apply are described by the analysis.	ba	contradiction
1000232	ba	ba	ba	ba	ba	ba	ba	The somber design incorporates the War Stone and four granite pavilions, one of which contains Celtic and Art Deco illuminated manuscripts by Harry Clarke (who designed the windows in Bewley's) listing the names of those killed.	The War Stone and four granite Pavilions are included by the sad designs.	ba	entailment
1001563	ba	ba	ba	ba	ba	ba	ba	Practice 4	No practice information are contained by this document.	ba	contradiction
1002749	ba	ba	ba	ba	ba	ba	ba	A horse rode past fast, a huge red stallion.	Past was ridden by a big red horse.	ba	entailment
1002660	ba	ba	ba	ba	ba	ba	ba	the tester meows as he drops the vermin on the developer's doorstep.	A large vial of vermin on the developer 's doorstep is dropped by the tester.	ba	neutral
1001554	ba	ba	ba	ba	ba	ba	ba	Though considerably larger, the dark rider fell forward over the merchant.	Backwards were fallen by the dark rider.	ba	contradiction
1002381	ba	ba	ba	ba	ba	ba	ba	The SEC received 97 comments to the proposed rulemaking.	Zero comments about the proposed rulemaking were received by the SEC.	ba	contradiction
